word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
spy,spai,"n. (military) a secret agent hired by a state to obtain information about its enemies or by a business to obtain industrial secrets from competitors\nn. a secret watcher; someone who secretly watches other people\nv. watch, observe, or inquire secretly\nv. catch sight of; to perceive with the eyes","n. 间谍, 侦探, 侦察\nvt. 侦察, 找出, 发现\nvi. 做密探, 侦查",,2,,gk cet4 cet6 ky,6072,4846,s:spies/i:spying/p:spied/d:spied/3:spies,,
squad,skwɒd,n. a smallest army unit,"n. 班, 小队, 小集团\nvt. 编成班",,3,,toefl,2797,4606,s:squads,,
stab,stæb,n. a strong blow with a knife or other sharp pointed instrument\nv. stab or pierce,"n. 刺, 戳, 剧痛, 尝试, 努力\nvt. 刺, 戳, 刺入, 刺痛, 直入, 使伤心\nvi. 刺, 刺伤",,2,,cet4 cet6 ky toefl gre,5408,5835,d:stabbed/p:stabbed/i:stabbing/s:stabs/3:stabs,,
stability,stә'biliti,n. the quality or attribute of being firm and steadfast\nn. a stable order (especially of society),"n. 安定, 稳定性, 坚实, 巩固\n[化] 稳定性",,,,cet4 cet6 ky toefl ielts,3342,2962,s:stabilities,,
stabilize,'steibilaiz,v. make stable and keep from fluctuating or put into an equilibrium\nv. become stable or more stable,"vt. 使安定, 使稳固\nvi. 稳定, 安定",,2,,cet6 toefl ielts,12696,5723,d:stabilized/i:stabilizing/p:stabilized/3:stabilizes,,
stable,'steibl,n. a farm building for housing horses or other livestock\nv. shelter in a stable\na. resistant to change of position or condition\ns. firm and dependable; subject to little fluctuation,"n. 马房, 牛棚\na. 稳定的, 安定的, 坚固的, 坚定的\nvt. 赶入马房\nvi. 被关在马厩",,4,1,gk cet4 cet6 ky toefl,2637,2903,s:stables/p:stabled/d:stabled/i:stabling/3:stables,,
stack,stæk,n. an orderly pile\nv. load or cover with stacks\nv. arrange in stacks\nv. arrange the order of so as to increase one's winning chances,"n. 堆叠, 堆, 大量, 书库, 枪架, 烟囱, 堆积, 存贮栈\nvt. 堆积, 堆满, 暗中对...做手脚\nvi. 堆起\n[计] 堆积, 堆栈",,2,,cet4 cet6 ky toefl ielts,6113,4466,s:stacks/d:stacked/i:stacking/p:stacked/3:stacks,,
stagger,'stægә,"v. walk as if unable to control one's movements\nv. walk with great difficulty\nv. to arrange in a systematic order\nv. astound or overwhelm, as with shock","n. 蹒跚, 踌躇\nvi. 蹒跚, 犹豫\nvt. 使摇摆, 使踌躇, 交错, 错开\na. 交错的, 错开的",,1,,cet6 ky toefl ielts gre,7013,7724,p:staggered/i:staggering/d:staggered/s:staggers/3:staggers,,
staircase,'stєәkeis,n a way of access (upward and downward) consisting of a set of steps,"n. 楼梯, 梯子, 楼梯部分\n[医] 阶梯现象",,1,,cet4 cet6 ky toefl,5445,7028,s:staircases,,
stalk,stɒ:k,n. a slender or elongated structure that supports a plant or fungus or a plant part or plant organ\nn. a hunt for game carried on by following it stealthily or waiting in ambush\nn. the act of following prey stealthily\nn. a stiff or threatening gait,"n. 茎, 追踪, 高视阔步\nvi. 悄悄靠近, 蹑手蹑脚地走近, 蔓延, 高视阔步\nvt. 追踪, 搜索",,2,,cet6 ky toefl gre,10135,6634,s:stalks/p:stalked/i:stalking/3:stalks/d:stalked,,
stall,stɒ:l,n. a compartment in a stable where a single animal is confined and fed\nn. a booth where articles are displayed for sale\nn. a malfunction in the flight of an aircraft in which there is a sudden loss of lift that results in a downward plunge\nn. seating in the forward part of the main level of a theater,"n. 厩, 停车处, 牧师职位, 货摊, 托辞, 拖延\nvt. 关入厩, 停顿, 推托, 支吾, 使陷于泥中\nvi. 被关在厩内, 陷于泥中, 停止, 支吾",,2,,cet6 ky toefl ielts gre,4533,6674,s:stalls/d:stalled/i:stalling/p:stalled/3:stalls,,
standpoint,'stændpɒint,n a mental position from which things are viewed,"n. 立场, 观点",,1,,cet4 cet6 ky toefl,11599,6206,s:standpoints,,
staple,'steipl,"n. a natural fiber (raw cotton, wool, hemp, flax) that can be twisted to form yarn\nn. a short U-shaped wire nail for securing cables\nn. paper fastener consisting of a short length of U-shaped wire that can fasten papers together\nv. secure or fasten with a staple or staples","n. 主要产物, 常用品, 主要要素, 原料, 订书钉, 钩环\na. 主要的, 重要的\nvt. 分级, 钉住",,2,,ky toefl ielts gre,9461,7008,s:staples/p:stapled/d:stapled/i:stapling/3:staples,,
startle,'stɑ:tl,"n. a sudden involuntary movement\nv. to stimulate to action\nv. move or jump suddenly, as if in surprise or alarm","n. 惊愕, 惊恐\nvt. 吃惊, 使惊愕\nvi. 惊起",,2,,cet4 cet6 ky toefl ielts gre,7875,5455,p:startled/i:startling/d:startled/3:startles,,
statement,'steitmәnt,n. a message that is stated or declared; a communication (oral or written) setting forth particulars or facts etc\nn. (music) the presentation of a musical theme\nn. a nonverbal message\nn. a document showing credits and debits,"n. 陈述, 指令, 声明\n[计] 程序语句; 语句",,4,1,gk cet4 cet6 ky ielts,717,921,s:statements,,
statesman,'steitsmәn,n. a man who is a respected leader in national or international affairs,n. 政治家,,2,,cet4 cet6 ky ielts,8718,10075,s:statesmen,,
stationary,'steiʃ(ә)nәri,s. standing still\ns. not capable of being moved,"a. 不动的, 静止的, 不变的, 固定的, 停留的\n[计] 定常, 定态, 固定的",,1,,cet6 ky toefl ielts gre,9667,10049,,,
status,'steitәs,n. the relative position or standing of things or especially persons in a society,"n. 状态, 情形, 地位, 要人身份\n[计] 状态",,4,1,gk cet4 cet6 ky toefl ielts gre,1137,1215,,,
stereo,'stiәriәu,n. reproducer in which two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound\nn. two photographs taken from slightly different angles that appear three-dimensional when viewed together,"n. 铅版, 立体照片\na. 立体的, 立体感觉的",,2,,cet6 ky ielts,8025,6158,s:stereos,,
stereotype,'stiәriәtaip,n. a conventional or formulaic conception or image,"n. 铅版, 陈规, 老套\nvt. 使用铅版, 把...印制成盲文, 套用老套, 使一成不变",,2,,cet6 ky toefl ielts gre,7958,4936,s:stereotypes/i:stereotyping/p:stereotyped/3:stereotypes/d:stereotyped,,
stern,stә:n,n. the rear part of a ship\nn. United States concert violinist (born in Russia in 1920)\ns. severe and unremitting in making demands,"n. 尾部, 船尾, 臀\na. 严厉的, 严格的, 坚定的, 坚决的",,2,,cet4 cet6 ky toefl ielts gre,9588,10140,s:sterns,,
sticky,'stiki,s. moist as with undried perspiration and with clothing sticking to the body\ns. covered with an adhesive material,"a. 粘的, 有粘性的, 顽固的",,2,1,cet4 cet6 ky toefl,6040,6495,t:stickiest/r:stickier/d:stickied/s:stickies,,
stimulus,'stimjulәs,n any stimulating information or event; acts to arouse action,"n. 刺激, 激励, 刺激品\n[医] 刺激特, 刺激",,2,,cet6 toefl ielts gre,3256,4525,s:stimuli,,
stock,stɒk,n. the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity)\nn. the merchandise that a shop has on hand\nn. the handle of a handgun or the butt end of a rifle or shotgun or part of the support of a machine gun or artillery gun\nn. the reputation and popularity a person has,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目\na. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的\nvt. 装把手于, 进货, 备有, 放牧\nvi. 出新芽, 备货, 囤积",,5,1,cet4 cet6 ky toefl ielts gre,1082,740,s:stocks/d:stocked/i:stocking/p:stocked/3:stocks,,
straightforward,streit'fɒ:wәd,s. free from ambiguity\ns. pointed directly ahead,"a. 笔直的, 率直的, 明确的, 简单的, 直接的",,2,,gk cet6 ky ielts gre,3491,6187,,,
strain,strein,n. (physics) deformation of a physical body under the action of applied forces\nn. (psychology) nervousness resulting from mental stress\nn. injury to a muscle (often caused by overuse); results in swelling and pain\nn. an intense or violent exertion,"n. 紧张, 拉紧, 张力, 过劳, 扭伤, 血缘, 种, 族, 气质, 曲调, 旋律, 口吻\nvt. 使劳累, 拉紧, 过分使用, 扭伤, 滥用, 曲解, 滤\nvi. 尽力, 努力, 紧拉, 弯曲, 被滤出",,3,1,cet4 cet6 ky toefl ielts,2749,3659,s:strains/i:straining/d:strained/p:strained/3:strains,,
strand,strænd,n. a pattern forming a unity within a larger structural whole\nn. line consisting of a complex of fibers or filaments that are twisted together to form a thread or a rope or a cable\nn. a poetic term for a shore (as the area periodically covered and uncovered by the tides)\nn. a street in west central London famous for its theaters and hotels,"n. (绳索的)股, 绳, 串, 海滨, 河岸\nvi. 搁浅\nvt. 使搁浅, 使落后, 使陷于困境, 弄断, 搓",,2,,toefl gre,4562,5344,s:strands/d:stranded/p:stranded/i:stranding/3:strands,,
strategy,'strætidʒi,n. the branch of military science dealing with military command and the planning and conduct of a war,"n. 战略, 策略\n[经] 战略, 策略",,4,1,cet4 cet6 ky toefl ielts,1127,844,s:strategies,,
stray,strei,n. an animal that has strayed (especially a domestic animal)\nv. wander from a direct course or at random\ns. (of an animal) having no home or having wandered away from home,"n. 走失的家畜, 浪子\na. 迷途的, 偶然的\nvi. 迷路, 彷徨, 流浪",,2,,cet6 toefl gre,9489,9258,p:strayed/d:strayed/i:straying/s:strays/3:strays,,
streak,stri:k,n. an unbroken series of events\nn. a distinctive characteristic\nn. a sudden flash (as of lightning)\nv. move quickly in a straight line,"n. 条理, 斑纹, 倾向\nvt. 加条纹\nvi. 变成条纹, 飞跑",,2,,toefl gre,7739,4552,s:streaks/p:streaked/d:streaked/i:streaking/3:streaks,,
stream,stri:m,"n. a natural body of running water flowing on or under the earth\nn. dominant course (suggestive of running water) of successive events or ideas\nn. something that resembles a flowing stream in moving continuously\nv. to extend, wave or float outward, as if in the wind","n. 水流, 小河, 流出, 趋势, 人潮\nvt. 流出, 流动, 展开\nvi. 流, 涌, 飘扬\n[计] 流",,3,1,zk gk cet4 cet6 ky gre,2467,2231,s:streams/i:streaming/p:streamed/d:streamed/3:streams,,
streamline,'stri:mlain,v. contour economically or efficiently,"n. 流线, 流线型\nvt. 使成流线型, 使合理化",,1,,cet6 ky toefl,12095,11669,i:streamlining/d:streamlined/p:streamlined/3:streamlines,,
stride,straid,"n. significant progress (especially in the phrase ""make strides"")\nv. walk with long steps\nv. cover or traverse by taking long steps","n. 大步, 步幅, 步态, 进步\nv. 迈大步走, 跨过, 跨",,2,,cet6 ky toefl ielts gre,5190,6056,p:strode/i:striding/s:strides/3:strides/d:strode,,
string,striŋ,"n. a lightweight cord\nn. a tightly stretched cord of wire or gut, which makes sound when plucked, struck, or bowed\nn. a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding\nn. a linear sequence of symbols (characters or words or phrases)","n. 线, 细绳, 一串, 字符串\nvt. 串起, 成串, 收紧, 缚, 扎\nvi. 成一串\n[计] 字符串, 串",,3,1,gk cet4 cet6 ky toefl ielts,2170,2671,s:strings/d:strung/i:stringing/3:strings/p:strung,,
strive,straiv,v. to exert much effort or energy,"vi. 努力, 奋斗, 斗争",,2,,cet6 ky toefl ielts gre,5540,5062,i:striving/p:strove/3:strives/d:striven,,
stroke,strәuk,n. (sports) the act of swinging or striking at a ball with a club or racket or bat or cue or hand\nn. a sudden loss of consciousness resulting when the rupture or occlusion of a blood vessel leads to oxygen lack in the brain\nn. a light touch\nn. a light touch with the hands,"n. 笔划, 打, 中风, 抚, 摩, 冲程\nvt. 划尾桨, 抚, 摩, 划去\n[计] 笔划",,3,1,cet4 cet6 ky toefl ielts gre,3619,3108,s:strokes/p:stroked/i:stroking/3:strokes/d:stroked,,
stroll,strәul,v. walk leisurely and with no apparent aim,"n. 闲逛, 漫步\nv. 闲逛, 漫步",,2,,cet6 ky toefl gre,10056,5880,i:strolling/3:strolls/s:strolls/p:strolled/d:strolled,,
stubborn,'stʌbәn,a. tenaciously unwilling or marked by tenacious unwillingness to yield,"a. 顽固的, 不听话的, 执拗的, 棘手的",,2,,gk cet6 ky toefl ielts gre,9547,7548,,,
stumble,'stʌmbl,v. walk unsteadily\nv. miss a step and fall or nearly fall\nv. encounter by chance\nv. make an error,"n. 绊倒, 蹒跚而行, 失足\nvt. 使绊倒, 使困惑\nvi. 绊倒, 失足, 失策, 犯错, 蹒跚, 踌躇",,2,,cet4 cet6 ky toefl ielts,5372,4001,p:stumbled/i:stumbling/d:stumbled/3:stumbles/s:stumbles,,
stump,stʌmp,n. the base part of a tree that remains standing after the tree has been felled\nn. the part of a limb or tooth that remains after the rest is removed\nn. (cricket) any of three upright wooden posts that form the wicket\nv. cause to be perplexed or confounded,"n. 残株, 树桩, 烟蒂, 讲演台\nvt. 砍断, 挑战, 难住\nvi. 蹒跚而走",,2,,,8806,7320,s:stumps/d:stumped/p:stumped/i:stumping/3:stumps,,
stun,stʌn,v. make senseless or dizzy by or as if by a blow\nv. overcome as with astonishment or disbelief,"vt. 使昏迷, 使震惊, 打昏\nn. 昏迷, 猛击",,2,,cet6 ky toefl gre,11636,5131,d:stunned/p:stunned/3:stuns/i:stunning/s:stuns,,
sturdy,'stә:di,s. substantially made or constructed,"a. 强健的, 健全的\n[医] 羊晕倒病, 羊蹒跚病",,1,,cet6 ky toefl ielts gre,8597,6613,r:sturdier/t:sturdiest,,
subjective,sәb'dʒektiv,a. taking place within the mind and modified by individual bias,"a. 主观的, 个人的\n[医] 主观的, 自觉的",,1,,gk cet6 ky ielts gre,5186,5947,,,
submarine,'sʌbmәri:n,n. a submersible warship usually armed with torpedoes\nv. move forward or under in a sliding motion\nv. throw with an underhand motion\nv. bring down with a blow to the legs,"n. 潜水艇, 海底生物\na. 海中的, 生长在海中的\nvt. 用潜水艇攻击\nvi. 在下疾行, 在下滑动",,2,,cet4 cet6 ky toefl ielts,6579,6881,s:submarines/i:submarining/p:submarined/3:submarines/d:submarined,,
submit,sәb'mit,v. refer for judgment or consideration\nv. put before\nv. yield to the control of another\nv. yield to another's wish or opinion,"vt. 使服从, 使受到, 委托, 提交, 认为\nvi. 屈服, 服从",,2,,gk cet4 cet6 ky toefl ielts gre,2259,3184,d:submitted/p:submitted/i:submitting/3:submits,,
subordinate,sә'bɒ:dnit,"n. an assistant subject to the authority or control of another\nv. rank or order as less important or consider of less value\nv. make subordinate, dependent, or subservient\na. lower in rank or importance","n. 属下, 附属物\na. 下级的, 次要的, 附属的\nvt. 使居下位, 使服从",,2,,cet6 ky toefl ielts,6201,9779,s:subordinates/d:subordinated/p:subordinated/i:subordinating/3:subordinates,,
subscribe,sәb'skraib,"v. offer to buy, as of stocks and shares\nv. adopt as a belief\nv. receive or obtain regularly","vt. 捐献, 签署\nvi. 赞成, 同意, 捐款, 预订, 认购\n[计] 订阅",,1,,gk cet6 ky ielts gre,6864,7979,d:subscribed/i:subscribing/p:subscribed/3:subscribes,,
subsequent,'sʌbsikwәnt,a. following in time or order,"a. 后来的, 接下去的\n[经] 后来的",,3,,cet4 cet6 ky toefl ielts gre,2113,3267,,,
subsidiary,sәb'sidiәri,n an assistant subject to the authority or control of another\nn a company that is completely controlled by another company\ns functioning in a supporting capacity,"n. 子公司, 附件, 辅助者\na. 辅助的, 次要的, 津贴的",,2,,cet6 ky toefl ielts gre,3904,7513,s:subsidiaries,,
subsidy,'sʌbsidi,n. a grant paid by a government to an enterprise that benefits the public,"n. 补助金, 津贴\n[经] 补助金, 津贴, 补贴",,3,,cet4 cet6 ky toefl ielts gre,3907,4252,s:subsidies,,
substance,'sʌbstәns,n. the real physical matter of which a person or thing consists\nn. material of a particular kind or constitution\nn. a particular kind or species of matter with uniform properties,"n. 物质, 实质, 主旨, 资产, 本质, 牢固\n[化] 物质",,3,1,cet4 cet6 ky gre,2433,2277,s:substances,,
substantial,sәb'stænʃәl,"s. having a firm basis in reality and being therefore important, meaningful, or considerable\na. having substance or capable of being treated as fact; not imaginary","n. 重要材料(或事物), 有实际价值的东西\na. 实质上的, 物质的, 有内容的, 结实的",,3,1,cet4 cet6 ky toefl ielts gre,1536,2544,,,
substitute,'sʌbstitju:t,n. a person or thing that takes or can take the place of another\nn. an athlete who plays only when a starter on the team is replaced\nv. put in the place of another; switch seemingly equivalent items\nv. be a substitute,"n. 代理, 代理人, 代用品, 代替者, 代替物\nvt. 代替\nvi. 替代, 取代, 代用\na. 代替的, 代用的, 代用品的\n[计] 置换; 替代",,3,1,gk cet4 cet6 ky toefl ielts gre,4548,5613,s:substitutes/d:substituted/i:substituting/p:substituted/3:substitutes,,
