word,sentenceId,sentence,decision,categories,rationale,reviewType,seed,severeInappropriate
senator,10005713,I intend to juxtapose Senator Jackson's words and his actions in this supercut.,reject,political-heavy; proper-noun-heavy,"The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
sensible,11074656,I wish these pious people had reached more sensible conclusions.,reject,religious-heavy,The sentence depends on a religious controversy or background that is unnecessary for the target word.,risk-targeted,,false
setback,12776199,He sees opportunity in every setback.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
shaft,10762622,Tom fell down an elevator shaft.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
shark,11330720,The loan shark threatened to break Tom's kneecaps.,reject,violence,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
shatter,11478878,I stopped by the weed store and got us some more shatter.,reject,medical-heavy,The sentence makes the learner process unnecessary medical detail instead of the target word.,risk-targeted,,false
shed,10806882,The registered dietitian says she's noticed that her clients now want to do more than just shed a few pounds.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
sheer,9995314,The sheer volume of disinformation is difficult to rebut.,reject,political-heavy,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.,risk-targeted,,false
shield,10654590,The shield you're looking for is in the crypt.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
signal,11166812,Tom changed lanes without using his turn signal.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
silicon,11845619,Silicon Valley CEOs are a uniquely psychopathic and parasitic bunch.,reject,public-controversy,"The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
